x,y
3.2160804020100504,7.042625812739767
3.2663316582914574,8.584643270792247
3.3165829145728645,6.870041440878071
3.3668341708542715,7.982597437025203
3.4170854271356785,6.173688186577533
3.4673366834170856,9.754312718895362
3.5175879396984926,9.241727815633759
3.5678391959798996,10.885785591540555
3.6180904522613067,9.574544635968998
3.6683417085427137,7.207033187484947
3.7185929648241207,9.105835789808832
3.7688442211055277,7.619679679989252
3.819095477386935,10.216228461826967
3.869346733668342,7.637553179359112
3.919597989949749,7.6900410956597
3.969849246231156,7.329887038765626
4.020100502512563,8.551821183762126
4.07035175879397,8.45122569280437
4.120603015075377,7.979556924311489
4.170854271356784,11.331517646957092
4.2211055276381915,9.972091751663028
4.2713567839195985,9.954948107695909
4.3216080402010055,11.232380499649938
4.371859296482413,9.99997638500776
4.42211055276382,9.0955409040225
4.472361809045227,8.244513875572796
4.522613065326634,9.240168738309864
4.572864321608041,11.651144243724543
4.623115577889448,8.990895040092735
4.673366834170855,10.699860906339586
4.723618090452262,11.481161323990081
4.773869346733669,10.833083533910589
4.824120603015076,11.047224534820735
4.874371859296483,11.404347631466392
4.92462311557789,11.228527102978429
4.974874371859297,12.558822916191875
5.025125628140704,10.009959528053798
5.075376884422111,11.391178645683008
5.125628140703518,9.433015847409889
5.175879396984925,9.278012606783314
5.226130653266332,11.37059027568068
5.276381909547739,12.096143388040234
5.326633165829146,13.283934108895856
5.376884422110553,14.17356057723157
5.42713567839196,13.174132027449401
5.477386934673367,12.681939613744763
5.527638190954774,12.215241237683363
5.577889447236181,10.624550831288985
5.628140703517588,12.110244801293378
5.678391959798995,13.647160670856216
5.728643216080402,13.355568288188845
5.778894472361809,11.27145479804067
5.8291457286432165,13.272317104544912
5.8793969849246235,13.287186781716967
5.9296482412060305,13.209186602526799
5.9798994974874375,12.931943439597541
6.030150753768845,13.725885474481883
6.080402010050252,13.858117059012901
6.130653266331659,12.619847767231912
6.180904522613066,13.816823106608227
6.231155778894473,13.272916417041731
6.28140703517588,12.075580202605517
6.331658291457287,13.10170954787641
6.381909547738694,12.200129410131963
6.432160804020101,14.844415143110307
6.482412060301508,14.320713498157335
6.532663316582915,13.709836021959884
6.582914572864322,15.586350489017292
6.633165829145729,14.334322565872625
6.683417085427136,12.935611414887397
6.733668341708543,14.027858143233274
6.78391959798995,16.200693383253192
6.834170854271357,13.99886608345357
6.884422110552764,15.044065509863358
6.934673366834171,15.61322335818298
6.984924623115578,15.5597977307861
7.035175879396985,17.51981155775207
7.085427135678392,13.994551014433515
7.135678391959799,14.194893703386796
7.185929648241206,14.21210484938028
7.236180904522613,15.176443388028343
7.28643216080402,16.67224170979049
7.336683417085427,14.641632254374343
7.386934673366834,16.887229852677606
7.437185929648241,15.90949852922422
7.4874371859296485,14.865877678648374
7.5376884422110555,14.324006927854256
7.5879396984924625,14.648308903175598
7.63819095477387,15.610528501313814
7.688442211055277,16.207733246367233
7.738693467336684,17.82344991140382
7.788944723618091,17.37697765942442
7.839195979899498,15.839450707718692
7.889447236180905,17.18755975573398
7.939698492462312,18.530943254116867
7.989949748743719,18.853816918517474
8.040201005025127,16.765995998496656
8.090452261306533,18.139192952318066
8.14070351758794,18.671362402063707
8.190954773869347,15.874837624560307
8.241206030150755,16.970004973141812
8.291457286432161,19.802933307287585
8.341708542713569,17.382380975306233
8.391959798994975,14.854968233288853
8.442211055276383,17.763460300166045
8.492462311557789,19.10955012223144
8.542713567839197,18.09193757247929
8.592964824120603,18.90129359504184
8.643216080402011,19.224654158459753
8.693467336683417,18.031997221934553
8.743718592964825,17.968044199515273
8.793969849246231,18.741380674446734
8.84422110552764,18.86622113398516
8.894472361809045,18.843021543465063
8.944723618090453,18.984603758863372
8.99497487437186,18.24140361412298
9.045226130653267,19.840739171387483
9.095477386934673,19.790186720982312
9.145728643216081,17.955448919796705
9.195979899497488,19.002797481909006
9.246231155778895,19.58554218409724
9.296482412060302,19.05865182184443
9.34673366834171,20.330839314271213
9.396984924623116,19.727087310789095
9.447236180904524,20.063544891264232
9.49748743718593,19.594265566888787
9.547738693467338,18.10225856352406
9.597989949748744,18.14563157793504
9.648241206030152,20.88609195875233
9.698492462311558,20.66389700111251
9.748743718592966,20.936149643537018
9.798994974874372,20.732462791811656
9.84924623115578,20.913059865685074
9.899497487437186,21.76801834849316
9.949748743718594,21.3441168598386
10.0,22.040909350306112
